,Name,School,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
1934,Adonis Thomas,Memphis,55.0,44.0,27.5,4.1,9.5,0.426,3.3,7.2,0.45799999999999996,0.7,2.3,0.325,1.9,2.5,0.745,1.3,2.8,4.0,1.5,0.6,0.7,1.5,1.4,10.7,3.98
1935,Hollis Thompson,Georgetown,99.0,57.0,24.6,3.1,6.5,0.478,1.8,3.6,0.508,1.3,2.9,0.44,1.2,1.7,0.6759999999999999,1.1,3.0,4.1,1.1,0.8,0.4,1.1,2.3,8.7,9.21
1936,Casper Ware,Long Beach State,131.0,128.0,33.0,4.5,11.1,0.402,2.8,6.5,0.44,1.6,4.7,0.349,3.5,4.4,0.784,0.5,2.1,2.5,4.2,1.6,0.1,2.8,2.2,14.1,0.96
1937,Royce White,Iowa State,34.0,33.0,31.5,5.1,9.6,0.534,5.0,9.3,0.541,0.1,0.4,0.33299999999999996,3.0,6.0,0.498,2.5,6.8,9.3,5.0,1.2,0.9,3.8,2.6,13.4,7.32
1938,Jeff Withey,Kansas,117.0,76.0,19.8,2.8,4.9,0.568,2.8,4.9,0.5670000000000001,0.0,0.0,1.0,2.4,3.3,0.726,1.6,3.8,5.4,0.6,0.5,2.7,1.2,1.8,8.0,8.34
1939,Nate Wolters,South Dakota State,127.0,109.0,33.1,6.1,13.5,0.45,4.8,9.9,0.49,1.2,3.6,0.342,5.1,6.4,0.8029999999999999,0.9,3.8,4.7,5.3,1.5,0.2,2.2,1.8,18.5,-3.55
1940,Cody Zeller,Indiana,72.0,72.0,29.0,5.5,9.4,0.5920000000000001,5.5,9.3,0.594,0.0,0.0,0.0,5.0,6.6,0.7559999999999999,2.6,4.7,7.3,1.3,1.2,1.2,2.0,2.5,16.1,8.09
1941,Jordan Adams,UCLA,69.0,63.0,30.2,5.4,11.6,0.467,4.0,7.3,0.5479999999999999,1.4,4.3,0.331,4.2,5.0,0.8390000000000001,1.3,3.3,4.6,2.1,2.4,0.2,1.4,2.1,16.4,7.72
1942,Cameron Bairstow,New Mexico,134.0,55.0,20.8,3.1,6.0,0.517,3.1,6.0,0.519,0.0,0.0,0.33299999999999996,3.0,4.2,0.7170000000000001,1.7,3.0,4.8,0.8,0.5,0.7,1.2,2.1,9.2,4.93
1947,Markel Brown,Oklahoma State,134.0,103.0,30.5,4.1,9.4,0.439,3.0,6.2,0.486,1.1,3.1,0.34700000000000003,3.0,4.1,0.733,0.8,3.5,4.3,2.3,1.0,0.8,1.8,2.1,12.4,7.74
1948,Will Cherry,Montana,116.0,104.0,30.7,4.2,9.8,0.43,3.3,6.8,0.495,0.9,3.1,0.285,3.5,4.9,0.718,0.6,3.0,3.6,3.4,2.3,0.3,2.4,2.1,12.8,-3.1
1949,Patrick Christopher,California,134.0,114.0,30.8,4.8,10.6,0.45,3.5,7.0,0.505,1.2,3.6,0.342,1.9,2.4,0.816,1.2,2.7,3.8,1.8,0.8,0.1,1.5,2.1,12.7,8.15
1951,Jack Cooley,Notre Dame,123.0,66.0,19.8,3.2,5.3,0.601,3.2,5.3,0.601,0.0,0.0,0.5,1.9,2.8,0.6629999999999999,2.8,3.6,6.4,0.5,0.4,0.9,0.9,2.0,8.3,7.09
1952,Bryce Cotton,Providence,130.0,99.0,33.2,4.7,11.2,0.42100000000000004,2.7,5.5,0.48200000000000004,2.0,5.7,0.361,3.7,4.5,0.838,0.5,2.3,2.8,3.0,0.9,0.1,1.5,1.2,15.2,6.35
1953,Andre Dawkins,Duke,142.0,25.0,17.4,2.3,5.4,0.433,0.7,1.4,0.508,1.6,4.0,0.40700000000000003,0.9,1.1,0.769,0.2,1.4,1.6,0.5,0.4,0.1,0.6,1.4,7.1,8.6
1954,Spencer Dinwiddie,Colorado,86.0,86.0,30.1,3.4,8.0,0.42,2.0,4.6,0.446,1.3,3.5,0.386,4.9,5.9,0.83,0.5,2.9,3.3,2.6,1.1,0.3,1.8,2.1,13.0,7.49
1955,Cleanthony Early,Wichita State,75.0,58.0,26.2,4.9,10.5,0.47,3.4,6.2,0.555,1.5,4.3,0.348,3.7,4.6,0.8190000000000001,1.8,3.8,5.7,0.7,0.8,0.8,1.7,2.4,15.1,3.91
1956,James Ennis,Long Beach State,67.0,66.0,31.0,4.5,9.0,0.493,3.0,4.9,0.611,1.5,4.1,0.354,2.8,3.6,0.7879999999999999,1.6,3.8,5.4,2.4,1.7,1.0,2.5,2.4,13.2,1.39
1957,Tyler Ennis,Syracuse,34.0,34.0,35.7,4.4,10.6,0.41100000000000003,3.5,8.1,0.429,0.9,2.5,0.353,3.4,4.4,0.765,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2.0,12.9,7.25
1958,Tim Frazier,Penn State,135.0,113.0,30.6,3.8,9.0,0.418,3.2,7.2,0.445,0.5,1.8,0.31,3.4,4.3,0.774,0.9,3.0,3.9,4.7,1.5,0.1,2.6,2.5,11.4,8.41
1959,Langston Galloway,St. Joseph's,133.0,132.0,35.5,4.9,11.3,0.43799999999999994,2.4,5.2,0.452,2.6,6.1,0.426,2.5,3.1,0.821,1.0,3.5,4.5,2.2,1.3,0.5,1.2,2.5,15.0,4.21
1960,Aaron Gordon,Arizona,38.0,38.0,31.2,5.0,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.35600000000000004,2.0,4.7,0.42200000000000004,2.7,5.3,8.0,2.0,0.9,1.0,1.4,2.4,12.4,9.04
1962,Jerami Grant,Syracuse,72.0,29.0,21.9,2.6,5.3,0.486,2.5,5.1,0.496,0.1,0.3,0.3,2.2,3.5,0.6409999999999999,1.7,2.9,4.7,0.9,0.6,0.5,0.9,1.8,7.5,7.91
1963,Erick Green,Virginia Tech,129.0,89.0,28.3,4.6,10.5,0.43700000000000006,3.5,7.3,0.48,1.1,3.2,0.33799999999999997,3.2,4.0,0.804,0.5,2.1,2.6,2.5,1.2,0.2,1.4,1.6,13.5,5.97
1964,JaMychal Green,Alabama,123.0,114.0,27.2,5.0,9.6,0.519,5.0,9.5,0.524,0.0,0.1,0.17600000000000002,3.5,4.9,0.711,3.0,4.4,7.4,1.2,1.0,1.7,2.5,3.2,13.5,5.52
1965,Gary Harris,Michigan State,69.0,67.0,31.0,5.0,11.4,0.44,2.9,5.7,0.503,2.1,5.6,0.376,2.7,3.5,0.7879999999999999,1.0,2.3,3.3,2.0,1.6,0.3,1.6,2.0,14.9,9.96
1966,Joe Harris,Central Arkansas,15.0,1.0,10.1,1.3,2.8,0.452,0.7,1.2,0.556,0.6,1.6,0.375,0.0,0.3,0.0,0.6,1.0,1.6,0.3,0.2,0.0,0.4,0.7,3.1,-4.83
1968,Cory Jefferson,Baylor,130.0,76.0,19.9,3.3,6.1,0.5429999999999999,3.2,5.7,0.556,0.1,0.4,0.34,2.2,3.3,0.66,1.9,3.7,5.6,0.4,0.3,1.3,0.8,1.7,8.9,8.32
1969,Grant Jerrett,Arizona,34.0,2.0,17.8,1.9,4.5,0.409,0.9,2.2,0.413,0.9,2.3,0.405,0.5,0.6,0.818,1.1,2.5,3.6,0.5,0.5,1.0,0.6,1.3,5.2,7.47
1970,Nick Johnson,Arizona,108.0,101.0,30.9,4.1,9.7,0.42100000000000004,2.8,6.0,0.45899999999999996,1.3,3.7,0.359,2.8,3.9,0.7340000000000001,0.6,3.1,3.7,2.8,1.3,0.6,1.8,2.0,12.3,7.04
1972,Sean Kilpatrick,Cincinnati,140.0,104.0,30.8,5.1,12.1,0.419,2.8,5.6,0.501,2.2,6.4,0.34700000000000003,3.0,3.8,0.78,1.3,3.1,4.3,2.0,1.2,0.2,1.7,1.3,15.3,6.15
1974,Zach LaVine,UCLA,37.0,1.0,24.4,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2.0,9.4,7.62
1975,Kalin Lucas,Michigan State,141.0,119.0,30.3,4.8,11.2,0.425,3.7,8.4,0.442,1.1,2.8,0.377,3.6,4.5,0.7959999999999999,0.6,1.4,1.9,4.0,1.0,0.1,2.3,1.7,14.2,9.22
1976,James Michael McAdoo,UNC,108.0,73.0,25.0,4.3,9.7,0.447,4.3,9.6,0.451,0.0,0.1,0.0,2.8,4.9,0.569,2.1,3.8,5.9,1.0,1.2,0.5,1.6,2.1,11.4,7.83
1977,Doug McDermott,Creighton,145.0,145.0,31.5,7.9,14.3,0.55,6.0,10.2,0.5870000000000001,1.9,4.1,0.45799999999999996,4.1,4.9,0.831,1.9,5.6,7.5,1.3,0.2,0.1,2.2,1.8,21.7,4.29
1978,Mitch McGary,Michigan,47.0,12.0,20.6,3.5,5.9,0.588,3.5,5.9,0.5920000000000001,0.0,0.0,0.0,0.8,1.6,0.513,2.6,4.0,6.6,0.8,1.2,0.7,1.3,2.5,7.8,9.85
1979,Jerel McNeal,Marquette,130.0,130.0,30.9,5.6,12.7,0.44,4.3,9.0,0.478,1.3,3.6,0.34700000000000003,2.8,4.0,0.7170000000000001,1.3,3.3,4.7,3.5,2.2,0.5,3.4,2.9,15.3,7.77
1981,Eric Moreland,Oregon State,89.0,58.0,25.0,2.7,5.0,0.535,2.6,4.7,0.546,0.1,0.3,0.33299999999999996,1.8,3.3,0.531,2.4,6.2,8.6,1.3,0.8,2.1,1.8,2.4,7.2,4.64
1982,Shabazz Napier,UConn,143.0,98.0,32.3,4.2,10.1,0.41100000000000003,2.3,5.3,0.444,1.8,4.8,0.375,3.6,4.4,0.813,0.7,3.3,4.0,4.5,1.8,0.2,2.4,2.1,13.7,8.64
1984,Jabari Parker,Duke,35.0,35.0,30.7,6.7,14.3,0.473,5.7,11.2,0.504,1.1,3.0,0.358,4.6,6.1,0.748,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,8.48
1985,Adreian Payne,Michigan State,138.0,94.0,20.0,3.2,6.2,0.526,2.8,5.1,0.551,0.4,1.1,0.409,2.0,2.7,0.755,1.5,3.8,5.3,0.6,0.6,1.0,1.4,2.2,8.9,10.35
1986,Elfrid Payton,Louisiana,100.0,78.0,31.6,5.0,10.3,0.485,4.7,9.2,0.512,0.3,1.1,0.268,3.9,6.5,0.611,1.5,3.6,5.1,4.9,2.0,0.5,3.4,2.3,14.3,-1.6
1987,Dwight Powell,Stanford,136.0,105.0,26.2,3.8,8.2,0.46399999999999997,3.5,7.3,0.484,0.2,0.8,0.289,3.0,4.1,0.722,1.7,4.6,6.3,1.8,0.9,0.9,2.1,2.9,10.8,6.38
1988,Julius Randle,Kentucky,40.0,40.0,30.8,4.9,9.8,0.501,4.8,9.3,0.517,0.1,0.5,0.16699999999999998,5.1,7.2,0.706,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15.0,9.89
1989,JaKarr Sampson,St. John's (NY),66.0,64.0,30.3,5.8,12.4,0.469,5.8,12.2,0.47600000000000003,0.0,0.2,0.077,2.2,3.7,0.607,2.1,4.2,6.4,1.1,0.9,1.0,1.8,2.8,13.9,6.86
1990,Marcus Smart,Oklahoma State,64.0,63.0,33.1,4.9,11.9,0.413,3.5,7.3,0.488,1.4,4.6,0.295,5.5,7.3,0.7509999999999999,1.5,4.4,5.9,4.5,2.9,0.6,3.0,2.9,16.6,7.53
1991,Russ Smith,Louisville,133.0,80.0,24.3,4.7,11.3,0.413,3.3,7.4,0.449,1.4,3.9,0.345,3.7,4.8,0.76,0.7,2.0,2.7,2.8,1.9,0.1,2.4,2.4,14.3,7.79
1992,Nik Stauskas,Michigan,75.0,69.0,32.9,4.3,9.2,0.467,2.0,4.0,0.5,2.3,5.2,0.441,3.2,3.9,0.8320000000000001,0.5,2.5,2.9,2.3,0.6,0.3,1.5,1.0,14.1,9.85
1993,David Stockton,Gonzaga,138.0,39.0,19.9,1.6,3.8,0.424,1.1,2.2,0.515,0.5,1.7,0.306,1.1,1.5,0.7,0.1,1.5,1.6,3.1,1.2,0.1,1.5,1.7,4.8,4.2
1994,Jarnell Stokes,Tennessee,87.0,84.0,29.7,4.7,8.9,0.53,4.7,8.9,0.532,0.0,0.0,0.0,3.5,5.6,0.628,3.9,5.7,9.6,1.5,0.7,1.1,2.1,2.2,13.0,6.82
1995,Noah Vonleh,Indiana,30.0,29.0,26.5,3.8,7.2,0.523,3.2,6.1,0.53,0.5,1.1,0.485,3.2,4.5,0.716,2.4,6.6,9.0,0.6,0.9,1.4,2.1,2.7,11.3,6.64
1998,Shayne Whittington,Western Michigan,114.0,74.0,22.6,3.6,7.1,0.515,3.6,6.7,0.5379999999999999,0.1,0.4,0.16699999999999998,2.4,3.2,0.76,2.0,4.5,6.5,0.7,0.5,1.1,1.3,2.1,9.8,-0.97
1999,Andrew Wiggins,Kansas,35.0,35.0,32.8,5.4,12.1,0.44799999999999995,4.2,8.5,0.493,1.2,3.6,0.341,5.0,6.5,0.775,2.2,3.7,5.9,1.5,1.2,1.0,2.3,2.7,17.1,11.4
2000,James Young,Kentucky,40.0,39.0,32.4,4.6,11.3,0.40700000000000003,2.5,5.4,0.47,2.1,5.9,0.349,3.1,4.4,0.706,1.0,3.3,4.3,1.7,0.8,0.2,1.9,2.1,14.3,9.89
2002,Justin Anderson,Virginia,98.0,44.0,24.1,2.9,6.8,0.43,1.9,4.1,0.48100000000000004,1.0,2.8,0.35700000000000004,2.0,2.7,0.752,0.8,2.7,3.5,1.8,0.6,0.9,1.3,1.4,8.9,6.64
2003,Keith Appling,Michigan State,142.0,124.0,29.8,3.5,8.0,0.431,2.5,5.1,0.486,1.0,2.9,0.33399999999999996,2.7,3.7,0.748,0.4,2.6,3.0,3.3,1.1,0.5,2.1,2.4,10.6,10.35
2004,Devin Booker,Clemson,128.0,94.0,24.1,3.5,7.0,0.496,3.3,6.4,0.518,0.2,0.6,0.275,1.9,2.9,0.6579999999999999,2.1,3.6,5.7,0.8,0.6,0.6,1.6,2.3,9.0,5.58
2005,Anthony Brown,Oklahoma State,47.0,4.0,13.1,1.1,2.4,0.48200000000000004,1.1,2.2,0.505,0.0,0.1,0.14300000000000002,0.7,1.2,0.569,1.0,1.3,2.3,0.3,0.3,0.4,0.4,2.0,3.0,7.55
2007,Rakeem Christmas,Syracuse,142.0,140.0,22.0,2.9,5.1,0.56,2.9,5.1,0.56,0.0,0.0,0.0,1.6,2.4,0.6809999999999999,2.0,3.3,5.3,0.6,0.5,1.7,1.1,2.6,7.4,7.88
2008,Coty Clarke,Arkansas,65.0,43.0,21.3,2.8,5.9,0.469,2.3,4.8,0.47600000000000003,0.5,1.2,0.442,2.5,3.2,0.777,1.8,3.6,5.4,1.8,1.5,0.6,1.3,3.0,8.6,5.27
2009,Pat Connaughton,Notre Dame,139.0,123.0,32.3,3.7,8.2,0.45,1.8,3.2,0.5489999999999999,1.9,5.0,0.386,1.2,1.5,0.777,1.0,4.9,5.9,1.8,0.7,0.5,1.0,1.7,10.5,6.88
2010,Branden Dawson,Michigan State,130.0,122.0,26.6,4.4,7.8,0.5589999999999999,4.4,7.7,0.564,0.0,0.1,0.0,1.4,2.4,0.5579999999999999,2.5,4.4,6.9,1.4,1.3,1.1,1.7,1.6,10.1,9.93
2011,Sam Dekker,Wisconsin,113.0,81.0,27.9,4.4,9.0,0.493,3.2,5.3,0.591,1.3,3.6,0.348,2.0,2.8,0.695,1.6,3.4,5.0,1.3,0.6,0.5,1.0,1.2,12.1,10.07
2012,Duje Dukan,Wisconsin,97.0,0.0,10.0,1.1,2.6,0.42700000000000005,0.6,1.2,0.544,0.5,1.4,0.32799999999999996,0.4,0.7,0.6559999999999999,0.5,1.2,1.7,0.4,0.1,0.0,0.4,0.9,3.1,9.53
2013,Jarell Eddie,Virginia Tech,123.0,90.0,25.8,3.1,8.1,0.385,1.6,3.8,0.40700000000000003,1.6,4.3,0.365,1.8,2.2,0.812,0.8,3.8,4.6,1.1,0.3,0.5,1.5,2.0,9.6,6.19
2014,Jerian Grant,Notre Dame,119.0,117.0,36.4,4.7,10.7,0.436,3.2,6.4,0.498,1.5,4.4,0.345,3.8,4.8,0.79,0.4,2.5,2.9,5.8,1.5,0.3,2.2,1.8,14.6,6.88
2015,Montrezl Harrell,Louisville,112.0,75.0,26.4,4.8,8.1,0.586,4.7,7.8,0.6,0.1,0.4,0.275,1.9,3.6,0.5329999999999999,2.6,4.3,6.9,0.9,0.8,1.1,1.3,1.9,11.6,7.64
2016,Aaron Harrison,Kentucky,79.0,78.0,29.2,4.1,9.9,0.41,2.5,5.3,0.474,1.5,4.6,0.335,2.8,3.5,0.787,0.5,2.3,2.8,1.6,1.1,0.2,1.3,1.8,12.4,9.28
2017,Darrun Hilliard,Villanova,132.0,112.0,26.8,3.7,8.5,0.436,2.1,4.2,0.507,1.6,4.3,0.36700000000000005,2.4,3.2,0.748,0.5,2.5,3.0,1.9,1.3,0.4,1.6,2.1,11.4,7.8
2018,Rondae Hollis-Jefferson,Arizona,76.0,31.0,27.0,3.4,6.9,0.496,3.3,6.4,0.52,0.1,0.5,0.205,3.3,4.7,0.6970000000000001,2.1,4.1,6.3,1.5,0.9,0.9,1.4,2.4,10.2,8.23
2019,Richaun Holmes,Bowling Green State,95.0,63.0,26.5,4.2,7.7,0.5539999999999999,3.9,6.8,0.58,0.3,0.9,0.353,2.7,3.8,0.6970000000000001,2.6,4.2,6.9,0.7,0.8,2.6,1.5,2.5,11.5,-1.07
2020,Josh Huestis,Stanford,135.0,75.0,25.0,2.9,6.4,0.451,2.4,4.9,0.49200000000000005,0.5,1.5,0.319,1.3,2.1,0.61,2.2,4.0,6.2,0.8,0.5,1.4,0.9,1.7,7.5,6.38
2021,Stanley Johnson,Arizona,38.0,37.0,28.4,4.6,10.3,0.446,3.4,7.2,0.478,1.1,3.1,0.371,3.5,4.7,0.742,2.0,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,7.41
2022,Tyus Jones,Duke,39.0,39.0,33.9,3.5,8.3,0.41700000000000004,2.3,5.1,0.44,1.2,3.2,0.379,3.7,4.2,0.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8,9.87
2023,Frank Kaminsky,Wisconsin,144.0,79.0,20.4,3.7,7.0,0.522,3.0,5.1,0.58,0.7,1.9,0.369,2.1,2.7,0.763,1.3,3.4,4.6,1.3,0.5,1.1,0.8,1.6,10.1,9.61
2025,Kevon Looney,UCLA,36.0,36.0,30.9,4.2,8.9,0.47,3.6,7.4,0.48100000000000004,0.6,1.5,0.415,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6,8.27
2026,Trey Lyles,Kentucky,36.0,21.0,23.0,3.3,6.7,0.488,3.1,5.9,0.536,0.1,0.8,0.138,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7,8.67
2027,Jarell Martin,LSU,65.0,57.0,30.7,5.0,10.1,0.494,4.3,8.0,0.541,0.6,2.0,0.308,3.1,4.5,0.6890000000000001,2.4,4.6,6.9,1.4,1.0,0.7,2.2,2.6,13.7,6.12
2028,Chris McCullough,Syracuse,16.0,16.0,28.1,3.4,7.1,0.478,3.3,7.0,0.473,0.1,0.1,1.0,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,7.68
2029,Jordan McRae,Tennessee,114.0,74.0,27.1,4.4,10.4,0.41700000000000004,2.8,5.9,0.475,1.6,4.6,0.34299999999999997,3.1,4.0,0.769,0.7,2.6,3.3,1.8,0.6,0.9,2.0,1.9,13.3,7.3
2030,Jordan Mickey,LSU,65.0,65.0,33.8,5.6,10.8,0.518,5.6,10.6,0.527,0.0,0.2,0.071,2.9,4.3,0.669,2.7,6.1,8.8,1.2,0.8,3.4,2.8,2.4,14.0,6.12
2031,Xavier Munford,Rhode Island,61.0,61.0,35.5,5.8,14.5,0.39799999999999996,3.6,8.1,0.44799999999999995,2.1,6.4,0.335,3.5,4.9,0.71,0.5,3.0,3.4,2.2,1.1,0.4,2.7,2.2,17.1,4.11
2033,Kelly Oubre,Kansas,36.0,27.0,21.0,3.1,6.9,0.444,2.1,4.3,0.49700000000000005,0.9,2.6,0.358,2.2,3.1,0.718,1.1,3.8,5.0,0.8,1.1,0.4,1.2,2.0,9.3,12.13
2034,Lamar Patterson,Pitt,149.0,106.0,24.3,3.2,7.4,0.435,2.1,4.3,0.483,1.1,3.1,0.369,1.9,2.6,0.723,1.2,2.8,3.9,2.9,1.0,0.3,1.6,1.9,9.5,6.86
2035,Cameron Payne,Murray State,69.0,69.0,32.4,6.3,14.6,0.43200000000000005,4.0,8.3,0.48700000000000004,2.3,6.3,0.359,3.7,4.7,0.7809999999999999,0.4,3.2,3.7,5.7,1.8,0.5,2.9,2.4,18.5,-3.19
2036,Bobby Portis,Arkansas,70.0,70.0,28.5,5.9,11.2,0.526,5.5,10.3,0.54,0.3,0.9,0.365,2.9,3.9,0.737,3.1,4.7,7.9,1.3,1.1,1.5,1.4,2.0,15.0,6.18
2037,Norman Powell,UCLA,141.0,83.0,25.2,3.6,7.7,0.461,2.8,5.2,0.5329999999999999,0.8,2.5,0.314,1.8,2.5,0.746,0.4,2.6,3.0,1.5,1.1,0.4,1.3,2.0,9.8,7.25
2040,Terry Rozier,Louisville,73.0,45.0,26.8,4.2,10.3,0.408,3.1,6.8,0.447,1.2,3.5,0.331,2.4,3.1,0.772,1.0,3.3,4.3,2.4,1.5,0.1,1.4,1.6,12.0,6.89
2041,Jonathon Simmons,Houston,30.0,29.0,30.1,5.1,10.0,0.512,4.1,7.3,0.56,1.1,2.8,0.386,3.4,4.7,0.716,1.4,3.6,5.0,2.2,0.7,0.4,3.3,2.5,14.7,0.21
2043,Karl-Anthony Towns,Kentucky,39.0,39.0,21.1,3.7,6.6,0.5660000000000001,3.7,6.4,0.5770000000000001,0.1,0.2,0.25,2.8,3.4,0.813,2.4,4.3,6.7,1.1,0.5,2.3,1.4,2.9,10.3,8.67
2044,Myles Turner,Texas,34.0,7.0,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.27399999999999997,2.8,3.3,0.8390000000000001,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,9.07
2045,Rashad Vaughn,UNLV,23.0,23.0,32.3,6.3,14.3,0.439,3.9,8.1,0.48100000000000004,2.3,6.1,0.38299999999999995,3.0,4.3,0.6940000000000001,0.6,4.2,4.8,1.6,0.8,0.3,2.2,2.3,17.8,3.38
2046,Briante Weber,VCU,127.0,65.0,23.3,2.3,5.5,0.426,2.0,4.3,0.466,0.3,1.1,0.27399999999999997,1.8,2.4,0.769,0.8,2.5,3.3,3.0,2.9,0.2,1.5,2.2,6.8,4.0
2047,Alan Williams,Wake Forest,29.0,0.0,2.0,0.3,0.7,0.429,0.2,0.4,0.5,0.1,0.3,0.33299999999999996,0.2,0.3,0.75,0.0,0.3,0.4,0.1,0.1,0.0,0.0,0.2,0.9,9.69
2048,Justise Winslow,Duke,39.0,39.0,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4.0,0.6409999999999999,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,9.87
